#,nombre,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,url_img,generation,Type 1,Type 2
927,Dachsbun,477,57,80,115,50,80,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/dachsbun.png,9,Fairy,
928,Smoliv,260,41,35,45,58,51,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/smoliv.png,9,Grass,Normal
929,Dolliv,354,52,53,60,78,78,33,https://img.pokemondb.net/sprites/scarlet-violet/icon/dolliv.png,9,Grass,Normal
930,Arboliva,510,78,69,90,125,109,39,https://img.pokemondb.net/sprites/scarlet-violet/icon/arboliva.png,9,Grass,Normal
932,Nacli,280,55,55,75,35,35,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/nacli.png,9,Rock,
933,Naclstack,355,60,60,100,35,65,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/naclstack.png,9,Rock,
934,Garganacl,500,100,100,130,45,90,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/garganacl.png,9,Rock,
935,Charcadet,255,40,50,40,50,40,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/charcadet.png,9,Fire,
936,Armarouge,525,85,60,100,125,80,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/armarouge.png,9,Fire,Psychic
937,Ceruledge,525,75,125,80,60,100,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/ceruledge.png,9,Fire,Ghost
938,Tadbulb,272,61,31,41,59,35,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/tadbulb.png,9,Electric,
939,Bellibolt,495,109,64,91,103,83,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellibolt.png,9,Electric,
940,Wattrel,280,40,40,35,55,40,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/wattrel.png,9,Electric,Flying
941,Kilowattrel,490,70,70,60,105,60,125,https://img.pokemondb.net/sprites/scarlet-violet/icon/kilowattrel.png,9,Electric,Flying
942,Maschiff,340,60,78,60,40,51,51,https://img.pokemondb.net/sprites/scarlet-violet/icon/maschiff.png,9,Dark,
943,Mabosstiff,505,80,120,90,60,70,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/mabosstiff.png,9,Dark,
944,Shroodle,290,40,65,35,40,35,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/shroodle.png,9,Poison,Normal
945,Grafaiai,485,63,95,65,80,72,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/grafaiai.png,9,Poison,Normal
946,Bramblin,275,40,65,30,45,35,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/bramblin.png,9,Grass,Ghost
947,Brambleghast,480,55,115,70,80,70,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/brambleghast.png,9,Grass,Ghost
948,Toedscool,335,40,40,35,50,100,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscool.png,9,Ground,Grass
949,Toedscruel,515,80,70,65,80,120,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscruel.png,9,Ground,Grass
950,Klawf,450,70,100,115,35,55,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/klawf.png,9,Rock,
951,Capsakid,304,50,62,40,62,40,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/capsakid.png,9,Grass,
952,Scovillain,486,65,108,65,108,65,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/scovillain.png,9,Grass,Fire
953,Rellor,270,41,50,60,31,58,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/rellor.png,9,Bug,
954,Rabsca,470,75,50,85,115,100,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/rabsca.png,9,Bug,Psychic
955,Flittle,255,30,35,30,55,30,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/flittle.png,9,Psychic,
956,Espathra,481,95,60,60,101,60,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/espathra.png,9,Psychic,
957,Tinkatink,297,50,45,45,35,64,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatink.png,9,Fairy,Steel
958,Tinkatuff,380,65,55,55,45,82,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatuff.png,9,Fairy,Steel
959,Tinkaton,506,85,75,77,70,105,94,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkaton.png,9,Fairy,Steel
960,Wiglett,245,10,55,25,35,25,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/wiglett.png,9,Water,
961,Wugtrio,425,35,100,50,50,70,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/wugtrio.png,9,Water,
962,Bombirdier,485,70,103,85,60,85,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/bombirdier.png,9,Flying,Dark
963,Finizen,315,70,45,40,45,40,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/finizen.png,9,Water,
965,Varoom,300,45,70,63,30,45,47,https://img.pokemondb.net/sprites/scarlet-violet/icon/varoom.png,9,Steel,Poison
966,Revavroom,500,80,119,90,54,67,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/revavroom.png,9,Steel,Poison
967,Cyclizar,501,70,95,65,85,65,121,https://img.pokemondb.net/sprites/scarlet-violet/icon/cyclizar.png,9,Dragon,Normal
968,Orthworm,480,70,85,145,60,55,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/orthworm.png,9,Steel,
969,Glimmet,350,48,35,42,105,60,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmet.png,9,Rock,Poison
970,Glimmora,525,83,55,90,130,81,86,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmora.png,9,Rock,Poison
971,Greavard,290,50,61,60,30,55,34,https://img.pokemondb.net/sprites/scarlet-violet/icon/greavard.png,9,Ghost,
972,Houndstone,488,72,101,100,50,97,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndstone.png,9,Ghost,
973,Flamigo,500,82,115,74,75,64,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/flamigo.png,9,Flying,Fighting
974,Cetoddle,334,108,68,45,30,40,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetoddle.png,9,Ice,
975,Cetitan,521,170,113,65,45,55,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetitan.png,9,Ice,
976,Veluza,478,90,102,73,78,65,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/veluza.png,9,Water,Psychic
977,Dondozo,530,150,100,115,65,65,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/dondozo.png,9,Water,
979,Annihilape,535,110,115,80,50,90,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/annihilape.png,9,Fighting,Ghost
980,Clodsire,430,130,75,60,45,100,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/clodsire.png,9,Poison,Ground
981,Farigiraf,520,120,90,70,110,70,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/farigiraf.png,9,Normal,Psychic
983,Kingambit,550,100,135,120,60,85,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingambit.png,9,Dark,Steel
984,Great Tusk,570,115,131,131,53,53,87,https://img.pokemondb.net/sprites/scarlet-violet/icon/great-tusk.png,9,Ground,Fighting
985,Scream Tail,570,115,65,99,65,115,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/scream-tail.png,9,Fairy,Psychic
986,Brute Bonnet,570,111,127,99,79,99,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/brute-bonnet.png,9,Grass,Dark
987,Flutter Mane,570,55,55,55,135,135,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/flutter-mane.png,9,Ghost,Fairy
988,Slither Wing,570,85,135,79,85,105,81,https://img.pokemondb.net/sprites/scarlet-violet/icon/slither-wing.png,9,Bug,Fighting
989,Sandy Shocks,570,85,81,97,121,85,101,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandy-shocks.png,9,Electric,Ground
990,Iron Treads,570,90,112,120,72,70,106,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-treads.png,9,Ground,Steel
991,Iron Bundle,570,56,80,114,124,60,136,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-bundle.png,9,Ice,Water
992,Iron Hands,570,154,140,108,50,68,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-hands.png,9,Fighting,Electric
993,Iron Jugulis,570,94,80,86,122,80,108,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-jugulis.png,9,Dark,Flying
994,Iron Moth,570,80,70,60,140,110,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-moth.png,9,Fire,Poison
995,Iron Thorns,570,100,134,110,70,84,72,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-thorns.png,9,Rock,Electric
996,Frigibax,320,65,75,45,35,45,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/frigibax.png,9,Dragon,Ice
997,Arctibax,423,90,95,66,45,65,62,https://img.pokemondb.net/sprites/scarlet-violet/icon/arctibax.png,9,Dragon,Ice
998,Baxcalibur,600,115,145,92,75,86,87,https://img.pokemondb.net/sprites/scarlet-violet/icon/baxcalibur.png,9,Dragon,Ice
1000,Gholdengo,550,87,60,95,133,91,84,https://img.pokemondb.net/sprites/scarlet-violet/icon/gholdengo.png,9,Steel,Ghost
1001,Wo-Chien,570,85,85,100,95,135,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/wo-chien.png,9,Dark,Grass
1002,Chien-Pao,570,80,120,80,90,65,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/chien-pao.png,9,Dark,Ice
1003,Ting-Lu,570,155,110,125,55,80,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/ting-lu.png,9,Dark,Ground
1004,Chi-Yu,570,55,80,80,135,120,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/chi-yu.png,9,Dark,Fire
1005,Roaring Moon,590,105,139,71,55,101,119,https://img.pokemondb.net/sprites/scarlet-violet/icon/roaring-moon.png,9,Dragon,Dark
1006,Iron Valiant,590,74,130,90,120,60,116,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-valiant.png,9,Fairy,Fighting
1007,Koraidon,670,100,135,115,85,100,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/koraidon.png,9,Fighting,Dragon
1008,Miraidon,670,100,85,100,135,115,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/miraidon.png,9,Electric,Dragon
1009,Walking Wake,590,99,83,91,125,83,109,https://img.pokemondb.net/sprites/scarlet-violet/icon/walking-wake.png,9,Water,Dragon
1010,Iron Leaves,590,90,130,88,70,108,104,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-leaves.png,9,Grass,Psychic
